Gender,Branch,CGPA,Backlogs,SSC_Marks,HSC_Marks,Internships,Projects,Workshops/Certifications,TechnicalSkillScore,CodingPlatformScore,GitHubScore,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,InterviewRoundsCleared,CompanyTier,PlacementStatus,HasPortfolio,WillingToRelocate,PreferredRoleCategory,ExpectedCTC
1,10,8.2,0,83,84,2,3,3,52.2,47.3,8.4,81.3,4.5,1,1,1,3,1,1,0,1,5.7
0,9,6.5,2,61,75,1,1,1,20.0,8.0,0.8,60.2,3.2,0,0,0,0,0,0,1,8,2.0
1,4,8.3,0,69,85,1,3,2,67.0,59.3,7.6,89.0,4.7,1,1,2,3,1,1,2,4,7.7
0,10,7.2,1,79,78,1,2,0,21.0,20.0,2.8,89.2,4.5,1,0,0,0,0,0,2,9,3.7
1,0,7.5,0,55,68,0,1,0,32.0,34.9,1.4,74.0,4.1,0,0,0,0,0,0,2,8,4.2
1,7,8.3,1,62,68,0,0,1,40.8,34.5,2.1,82.1,4.3,1,0,0,0,0,0,0,1,7.2
1,9,7.5,1,64,64,2,3,1,49.7,48.3,6.8,78.9,4.4,1,0,3,1,1,0,2,8,5.6
0,5,8.4,0,84,81,2,3,1,71.8,67.1,7.4,87.0,4.8,1,0,3,2,1,1,0,7,9.5
0,10,8.7,0,85,84,1,3,3,66.2,47.0,7.7,82.8,4.4,1,1,4,1,1,1,0,8,8.3
0,3,8.0,0,79,85,0,3,0,51.5,45.0,8.2,89.0,4.4,1,0,2,2,1,1,2,5,6.2
0,11,6.9,0,62,62,0,0,1,30.6,12.6,1.2,60.6,3.9,0,0,0,1,0,0,2,1,3.8
1,8,6.5,0,55,62,2,0,0,20.0,13.6,0.1,65.1,3.7,0,0,0,0,0,0,2,8,2.9
1,4,8.4,0,82,68,1,1,2,49.6,36.9,3.2,84.0,4.8,1,1,2,2,1,1,2,2,7.2
1,11,7.7,0,65,64,0,0,0,32.0,13.2,4.1,66.5,3.4,0,0,0,0,0,0,0,2,5.1
1,7,7.9,0,68,68,2,3,1,52.9,49.0,4.2,79.6,4.4,0,1,4,2,1,1,0,6,6.4
0,6,7.5,0,75,80,1,2,0,66.4,65.4,9.4,85.7,4.2,1,1,0,0,0,1,0,5,7.3
1,0,8.4,0,72,69,1,1,3,52.1,34.4,4.1,90.0,4.5,1,1,2,2,1,1,1,4,6.5
1,11,7.7,0,77,82,2,3,2,54.7,40.9,8.1,77.7,4.1,1,1,3,3,1,0,1,5,5.3
1,9,6.8,0,79,65,0,3,1,30.7,36.6,7.7,89.3,4.3,1,1,3,2,1,1,0,0,4.9
0,2,7.6,0,80,67,1,2,1,37.4,30.2,4.4,75.0,4.3,1,1,2,3,1,0,1,5,4.5
1,4,6.5,1,67,65,1,1,0,20.0,13.8,1.7,81.0,4.2,0,1,0,0,0,0,1,5,3.2
0,7,8.1,1,67,60,2,3,0,67.7,55.6,6.0,85.4,3.8,1,0,3,0,1,1,2,3,6.4
0,7,7.7,0,55,64,1,1,0,39.6,29.5,0.6,79.5,3.7,0,0,0,1,0,0,1,6,5.9
0,8,6.5,2,74,67,0,0,0,20.0,19.2,0.9,87.5,4.7,1,1,4,3,1,0,1,8,2.6
1,2,7.6,0,55,81,1,2,0,40.7,27.1,5.8,74.0,4.2,1,1,0,0,0,1,1,2,4.2
0,2,6.5,1,55,71,0,2,0,20.0,24.0,5.1,70.0,4.4,1,1,0,0,0,0,1,2,2.8
1,5,6.7,0,57,60,1,1,1,20.0,30.8,2.4,67.0,4.3,0,0,0,0,0,0,0,5,3.5
1,0,6.6,1,60,71,1,3,2,27.2,39.1,8.2,79.0,4.5,1,1,3,2,1,1,0,2,3.1
0,11,7.7,1,73,83,2,2,1,63.2,61.8,6.9,80.0,4.8,1,1,3,2,1,1,2,6,8.4
0,10,7.8,2,55,70,0,1,0,31.1,26.2,0.4,80.4,4.1,0,0,1,0,0,0,2,9,4.7
1,9,6.5,1,85,72,1,1,2,20.0,18.4,2.4,83.4,4.6,0,0,1,0,0,0,0,9,2.0
1,10,7.9,2,55,71,0,2,1,35.2,36.5,3.7,68.8,3.9,1,1,0,0,0,0,1,2,5.3
0,6,6.9,2,77,82,1,0,1,25.7,18.1,3.6,90.0,4.7,1,1,1,1,1,0,1,5,2.0
1,4,8.0,0,85,79,2,3,0,57.0,46.6,6.5,90.0,4.5,1,1,1,3,1,1,0,4,6.2
1,7,7.3,0,74,65,1,3,0,47.0,32.6,2.9,68.2,3.9,0,0,0,0,0,1,0,6,4.6
1,2,8.2,0,58,83,1,1,1,43.3,18.0,3.5,79.0,4.1,1,1,0,0,0,0,2,4,3.8
1,6,7.5,1,62,62,2,0,1,29.4,22.7,3.2,70.7,4.3,0,0,0,1,0,0,1,2,4.6
0,2,8.6,0,70,83,0,3,0,61.7,42.5,7.2,86.0,4.5,1,0,0,0,0,0,0,7,8.1
0,3,8.1,0,55,63,2,1,1,33.2,29.5,3.1,87.0,3.8,0,1,0,0,0,1,2,6,5.4
1,0,8.5,0,83,87,2,3,2,71.9,53.8,7.3,90.0,4.8,1,1,4,1,1,1,1,1,8.1
1,1,6.5,0,63,83,2,1,0,20.0,20.2,0.6,74.0,4.5,0,0,0,0,0,0,1,1,3.7
1,5,8.3,0,75,85,2,3,2,61.9,39.7,7.8,90.0,4.8,1,1,2,3,1,1,1,8,7.3
0,6,6.5,2,61,70,1,1,2,25.2,28.8,5.2,73.0,4.0,0,0,0,0,0,1,0,4,2.0
1,6,7.3,2,55,68,0,2,1,39.1,28.2,4.7,70.0,3.7,0,1,0,0,0,0,0,2,5.4
0,1,8.4,0,84,78,0,1,0,46.3,27.5,2.6,90.0,4.6,1,1,3,2,1,0,2,6,6.8
1,4,8.3,0,74,69,0,1,0,45.2,44.5,3.1,87.0,4.5,0,1,2,3,1,1,1,9,8.0
1,0,8.1,0,86,83,2,3,2,74.1,65.7,5.6,87.0,4.4,1,1,2,2,1,0,2,0,9.2
1,2,7.5,1,62,69,1,2,0,43.8,47.8,5.6,79.0,4.4,1,0,0,0,0,0,0,0,6.6
0,2,8.3,0,71,87,1,3,2,65.0,49.1,6.7,76.0,4.8,1,1,3,2,1,0,2,0,6.6
1,0,7.9,0,76,82,1,3,0,53.7,41.0,5.4,83.0,4.8,0,0,0,0,0,1,1,5,7.8
0,4,7.3,1,70,84,1,3,2,53.5,47.9,7.0,83.0,4.7,1,1,1,3,1,1,1,1,5.2
1,2,7.5,0,81,86,0,3,2,37.8,35.1,5.4,78.0,4.2,1,1,0,0,0,0,1,4,4.2
1,4,8.4,0,80,88,1,3,2,65.1,58.9,6.5,84.0,4.8,1,1,2,2,1,0,1,2,8.9
1,6,7.4,1,56,71,1,0,0,32.0,41.5,1.8,61.9,3.8,0,0,1,1,0,0,0,1,3.8
0,0,8.4,0,69,63,2,3,2,74.7,66.2,7.2,90.0,4.8,1,1,2,3,1,1,0,2,8.8
1,1,8.0,0,87,80,1,3,2,57.7,43.9,5.7,89.0,4.8,1,1,2,2,1,1,2,8,5.7
1,2,8.3,0,80,75,0,3,2,57.2,50.0,7.2,81.0,4.6,1,1,4,1,1,0,0,8,7.7
1,0,8.6,0,74,81,0,3,1,62.7,58.1,8.2,85.0,4.6,1,1,2,2,1,1,0,9,8.9
0,6,8.2,1,89,80,2,3,1,69.4,61.1,7.0,90.0,4.8,1,1,1,3,1,1,2,0,8.8
1,9,6.6,0,73,68,1,2,2,38.7,33.3,2.9,67.4,4.1,1,1,1,0,0,0,0,6,4.9
1,4,8.8,0,70,86,2,3,2,84.1,74.6,7.5,90.0,4.8,1,1,3,2,1,0,1,1,10.0
0,4,8.4,0,57,75,0,2,1,59.8,39.3,4.7,82.0,4.7,1,1,0,0,0,1,2,3,8.7
1,11,8.1,0,81,87,1,2,1,67.7,53.6,4.5,89.9,4.6,1,1,0,2,1,1,2,5,6.3
1,4,7.6,0,75,63,1,2,2,44.1,32.8,3.8,75.0,3.8,1,1,0,0,0,0,0,6,6.2
1,2,8.6,0,69,86,2,3,2,78.7,61.4,6.6,90.0,4.6,1,1,0,0,0,1,1,9,9.1
1,5,7.9,0,75,75,1,1,0,36.3,30.3,2.9,75.0,4.3,0,0,2,2,1,1,1,2,4.7
1,6,7.5,0,63,70,1,2,2,36.5,27.0,4.1,69.9,4.4,1,0,0,0,0,1,1,2,5.5
0,6,7.5,0,56,64,0,1,1,44.7,32.1,1.4,76.9,3.9,0,0,0,0,0,1,2,7,5.9
1,9,8.0,1,68,82,1,2,2,48.7,29.1,4.8,84.1,4.8,1,1,4,2,1,1,2,6,5.2
0,5,8.5,0,70,83,0,2,0,62.2,33.5,5.6,89.0,4.5,1,1,0,0,0,1,0,9,8.1
1,6,6.5,1,77,69,1,1,0,24.1,39.4,1.7,79.9,4.3,0,1,0,1,0,0,0,2,4.1
0,3,7.5,0,55,71,1,1,0,28.6,33.2,1.1,67.0,4.2,0,0,0,0,0,0,2,8,5.3
1,4,8.7,0,73,86,0,1,2,52.3,36.5,4.8,82.0,4.5,1,1,3,1,1,1,1,1,7.6
1,0,8.5,0,79,85,1,2,2,55.0,35.8,5.4,83.0,4.2,1,0,2,3,1,1,2,2,7.2
1,2,8.2,0,75,81,1,3,2,59.2,49.0,7.0,90.0,4.8,1,1,3,1,1,1,0,0,7.1
1,2,8.3,0,65,63,1,3,1,63.8,60.3,5.3,84.0,4.6,1,1,2,2,1,0,0,9,6.6
1,4,7.5,0,79,69,0,3,0,49.5,40.9,4.7,78.0,4.2,0,1,3,2,1,1,2,9,5.5
1,3,7.5,0,76,71,0,3,1,40.7,43.5,7.2,74.0,4.8,1,1,0,0,0,0,2,8,5.5
1,0,7.0,0,56,62,1,1,1,25.1,24.3,2.9,73.0,4.6,0,0,0,0,0,0,0,6,4.2
1,9,6.6,0,77,66,1,1,0,20.0,24.3,2.7,67.7,3.9,1,1,1,0,0,0,2,7,2.7
1,11,8.7,0,90,85,2,3,2,76.1,72.2,6.1,83.0,4.8,1,1,4,1,1,1,1,7,8.9
1,2,6.8,2,55,70,0,1,0,20.0,38.1,2.5,70.0,3.3,0,0,0,0,0,0,0,8,3.9
1,2,7.5,0,76,75,2,3,1,55.3,46.7,6.7,83.0,4.2,1,1,3,2,1,1,1,8,4.9
1,6,7.6,0,86,88,2,2,0,40.7,53.9,6.3,79.9,4.7,1,1,1,1,1,0,1,5,6.5
0,4,8.3,0,76,84,2,3,0,73.7,69.0,8.1,86.0,4.7,1,1,3,2,1,1,2,0,9.1
1,5,6.6,1,73,69,1,2,1,38.0,32.7,2.8,67.0,4.1,1,1,0,0,0,0,1,8,4.2
1,3,8.1,0,81,86,2,3,2,58.2,48.0,7.9,90.0,4.8,1,1,3,1,1,0,1,8,7.2
1,2,8.2,0,73,69,2,3,2,76.9,65.4,5.9,90.0,4.1,1,1,1,3,1,0,1,7,8.7
1,0,8.2,0,69,88,2,3,3,66.3,69.8,7.9,90.0,4.8,1,1,0,0,0,1,2,0,8.3
0,4,8.6,0,81,87,2,3,2,64.8,47.3,6.0,90.0,4.8,1,1,3,1,1,1,2,6,8.1
1,3,7.4,2,58,70,1,2,1,41.5,24.0,4.9,69.0,4.1,0,1,0,0,0,1,1,8,5.7
1,0,7.4,0,60,57,1,1,1,26.1,30.5,3.1,76.0,4.6,0,1,0,0,0,0,1,0,5.0
0,6,7.3,1,80,79,1,3,2,43.8,28.6,4.5,85.1,4.8,1,1,4,1,1,0,2,4,3.9
1,1,7.4,0,82,71,0,2,2,34.4,39.6,5.9,83.0,4.5,1,1,0,0,0,0,0,8,4.7
0,5,8.7,0,82,85,1,3,0,76.2,64.0,5.9,90.0,4.5,1,1,3,1,1,0,2,2,8.7
1,11,8.7,1,71,63,2,3,2,81.3,64.7,7.4,89.4,4.7,1,1,3,2,1,1,1,1,7.9
1,0,7.5,0,86,88,1,2,1,38.0,49.2,5.5,77.0,4.7,1,1,2,2,1,0,2,1,5.8
1,6,8.1,0,76,88,0,1,1,41.6,34.9,4.5,78.8,4.6,1,1,3,3,1,0,1,2,4.7
1,1,8.1,0,70,64,2,3,0,56.4,41.1,7.2,75.0,3.5,1,1,0,0,0,0,1,0,6.2
1,5,8.2,0,83,87,2,3,2,66.5,56.3,5.2,90.0,4.8,1,1,3,1,1,1,1,8,7.4
1,2,7.7,0,82,87,1,1,0,36.8,24.2,2.2,82.0,3.8,1,1,2,2,1,0,0,6,5.0
0,6,6.7,0,68,63,0,1,2,25.3,34.8,3.0,69.9,4.3,0,0,1,0,0,0,0,0,2.8
0,0,8.1,0,60,72,0,2,0,47.4,45.1,3.6,75.0,4.3,1,1,0,0,0,1,2,0,7.3
1,7,6.7,2,55,57,1,2,0,23.9,22.2,1.2,79.3,3.8,0,0,0,1,0,0,0,6,4.3
1,10,7.7,0,61,71,2,2,1,30.5,43.6,1.4,66.0,4.0,0,1,0,0,0,0,0,7,6.4
0,8,8.2,0,77,83,2,1,3,41.2,38.2,4.4,70.8,4.2,1,1,0,0,0,0,0,8,5.6
1,6,7.5,0,58,72,1,2,2,47.8,47.6,3.8,90.0,3.4,0,1,0,0,0,0,1,2,5.5
1,10,8.0,0,64,69,2,1,1,45.1,34.4,2.8,72.5,4.8,1,0,2,1,1,0,1,8,4.9
1,0,6.8,0,57,64,0,1,2,20.0,22.8,0.0,77.0,3.6,0,1,0,0,0,0,0,9,4.9
1,6,7.4,1,81,85,1,2,2,43.6,42.3,6.6,90.0,4.8,1,1,4,1,1,1,2,2,6.6
1,4,7.5,2,58,69,1,1,1,34.6,20.8,0.6,73.0,3.5,0,1,0,0,0,0,2,5,4.9
1,2,6.6,2,64,59,1,1,0,23.8,26.2,2.1,77.0,4.2,0,0,0,0,0,0,0,8,2.0
0,4,8.0,0,79,83,2,3,2,65.1,46.8,6.6,90.0,4.7,1,1,2,2,1,1,2,8,7.0
0,2,8.1,0,73,82,2,3,2,70.8,62.2,2.9,88.0,4.4,0,0,2,2,1,0,1,7,7.9
1,2,8.2,0,82,68,0,3,2,69.3,43.1,5.0,81.0,4.7,0,0,0,0,0,1,1,8,7.4
0,8,8.2,0,81,84,0,3,2,56.5,32.7,7.0,90.0,4.8,1,1,3,1,1,0,2,8,5.7
0,5,7.5,0,56,62,0,1,1,24.2,22.5,3.9,73.0,4.6,1,1,0,0,0,0,2,8,3.5
0,5,7.2,0,57,64,1,1,0,21.0,36.6,1.9,82.0,4.6,1,1,0,0,0,0,1,8,4.1
1,7,7.8,1,61,68,0,1,0,37.6,31.1,2.2,77.1,3.8,0,0,0,0,0,1,1,9,6.1
0,6,7.6,0,57,67,0,1,0,39.3,23.8,2.5,71.4,4.7,0,0,0,0,0,1,1,1,3.7
1,0,7.7,0,55,69,1,1,1,44.4,33.1,2.9,80.0,4.1,1,0,0,0,0,0,1,6,4.6
1,1,8.4,0,73,82,2,3,2,80.2,66.1,8.0,90.0,4.5,1,1,3,2,1,1,2,7,8.6
0,8,8.3,0,74,83,0,3,2,58.4,38.3,5.8,90.0,4.5,1,1,1,3,1,1,0,0,7.5
1,11,8.0,0,67,83,0,3,0,70.3,62.2,6.4,80.2,4.7,0,1,3,1,1,0,2,6,7.2
1,0,8.0,0,67,69,1,1,2,50.9,34.4,2.6,78.0,4.3,1,0,0,0,0,0,2,2,6.7
1,2,6.7,0,55,64,1,1,0,22.4,13.9,0.3,86.0,4.8,0,1,2,3,1,1,0,8,2.0
1,2,6.5,1,74,71,1,1,1,20.0,20.5,0.9,79.0,4.4,1,1,0,0,0,0,2,7,2.9
0,2,8.0,0,64,88,2,2,0,55.6,43.4,5.8,84.0,4.7,1,1,2,2,1,1,2,7,7.0
1,5,7.7,0,77,82,1,3,2,49.4,38.0,7.9,78.0,4.1,1,1,2,3,1,1,1,9,5.6
1,5,7.4,0,56,69,1,2,1,35.3,37.1,4.7,90.0,4.3,0,1,0,0,0,1,1,8,3.9
1,10,7.6,1,63,85,0,2,1,40.0,34.9,3.0,84.9,4.8,0,1,0,0,0,1,2,8,5.7
1,0,8.6,0,73,78,0,3,2,69.9,43.5,5.6,90.0,4.8,1,1,4,1,1,1,2,3,6.7
1,3,6.7,1,77,58,1,1,2,20.0,18.1,2.0,69.0,3.5,0,0,0,0,0,0,1,5,2.6
1,8,7.6,1,85,84,1,3,0,39.5,30.4,6.7,89.9,4.8,1,1,2,3,1,1,1,9,6.4
0,4,8.1,0,58,63,1,1,1,40.9,32.8,2.7,78.0,4.3,0,1,0,0,0,0,2,4,5.7
0,0,7.8,1,66,63,1,3,0,49.2,43.9,8.6,87.0,4.1,1,1,0,0,0,1,2,3,5.5
0,6,7.5,1,77,86,2,1,0,51.2,46.1,5.2,74.2,4.2,1,1,2,2,1,0,0,7,5.9
1,4,8.6,0,69,86,2,3,2,80.9,55.9,6.9,87.0,4.4,1,1,2,2,1,1,1,5,8.6
1,4,7.4,0,57,66,0,1,0,25.3,24.7,1.1,71.0,4.4,0,0,0,0,0,0,2,0,5.6
0,3,7.6,0,67,73,1,1,0,32.1,44.6,3.6,78.0,4.8,1,1,0,0,0,1,0,1,5.7
1,5,7.7,2,55,85,1,2,1,57.1,47.4,5.2,68.0,4.2,0,1,0,0,0,0,1,4,8.6
0,8,7.2,2,73,82,2,3,0,41.2,41.8,5.9,75.2,4.3,1,1,0,1,0,0,1,9,6.4
1,3,7.7,0,64,69,1,2,1,43.6,35.9,4.8,68.0,4.3,0,0,0,0,0,1,1,7,5.8
0,0,7.4,0,55,72,1,2,0,47.5,38.8,5.8,76.0,4.5,0,1,0,0,0,1,2,4,5.6
0,9,7.6,2,55,63,0,1,0,37.0,24.2,3.2,68.5,3.7,0,0,0,0,0,0,0,9,4.3
1,11,8.1,0,79,84,0,3,0,61.2,55.3,7.3,80.7,4.7,1,1,2,1,1,1,2,3,7.7
1,1,6.6,0,65,62,1,1,0,20.0,24.5,1.8,71.0,3.0,0,0,0,0,0,0,1,8,3.0
1,4,8.6,0,79,79,2,3,0,67.0,42.6,6.2,90.0,4.7,1,1,4,1,1,1,2,2,8.0
0,0,7.8,0,73,81,1,3,2,59.3,44.7,7.1,73.0,4.1,1,1,4,1,1,1,1,0,7.8
0,0,8.3,0,64,71,1,2,1,54.0,34.9,5.9,84.0,4.3,1,1,0,0,0,0,0,2,6.4
1,0,8.2,0,79,80,2,2,3,71.4,67.6,5.7,84.0,4.8,1,1,0,0,0,1,2,0,8.0
0,6,7.7,0,73,62,2,1,0,46.9,40.3,6.5,82.5,4.1,1,1,1,0,0,0,2,9,6.4
1,0,8.3,0,84,86,2,3,2,61.9,55.9,5.1,90.0,4.8,1,1,4,1,1,1,1,8,9.0
1,8,7.6,0,69,64,0,2,0,35.9,39.3,5.0,80.7,4.4,1,1,2,1,1,1,1,8,5.2
0,1,8.3,0,74,83,0,3,2,62.2,42.9,5.8,90.0,4.5,1,1,2,3,1,1,1,8,6.0
1,4,6.5,2,84,88,1,2,1,20.0,15.3,5.8,86.0,4.3,1,1,2,2,1,0,2,5,2.0
1,3,7.4,2,60,65,1,1,1,24.3,20.1,2.0,82.0,4.1,0,0,0,0,0,0,1,8,3.5
1,0,7.5,0,72,84,1,3,0,52.4,39.4,6.4,78.0,3.6,0,1,0,0,0,1,2,2,4.6
1,3,8.4,0,74,85,2,3,2,65.8,52.6,6.4,90.0,4.8,1,1,3,1,1,1,1,4,8.5
0,3,8.4,0,82,62,0,3,2,60.4,36.0,5.6,90.0,4.8,1,1,3,2,1,0,2,4,6.2
1,1,8.6,0,74,88,2,3,2,86.9,70.8,4.5,90.0,4.6,1,1,3,1,1,1,1,8,9.1
1,1,6.5,2,61,68,1,2,0,33.2,18.2,5.2,84.0,4.7,0,1,0,0,0,0,0,8,3.6
1,4,7.6,1,61,57,1,2,1,52.2,42.6,3.8,61.0,3.2,0,0,0,0,0,0,2,0,6.4
1,4,7.4,0,84,79,1,3,2,45.7,49.3,7.9,83.0,4.5,1,0,2,2,1,1,0,6,6.9
0,3,8.1,0,74,86,1,2,2,57.0,45.7,3.7,90.0,4.0,0,1,0,0,0,0,2,8,6.9
1,5,8.3,0,75,85,1,3,2,68.0,65.9,8.3,90.0,4.8,1,1,2,3,1,0,0,8,8.9
0,8,8.2,0,80,86,2,3,1,73.8,59.4,7.0,87.4,4.6,1,1,4,2,1,1,1,5,8.0
1,3,8.2,2,75,69,2,2,0,63.1,59.9,7.1,89.0,4.6,1,1,0,0,0,1,2,8,9.2
1,0,8.5,0,85,88,2,3,2,69.4,55.4,7.8,90.0,4.5,1,1,4,1,1,1,1,5,8.8
1,10,7.9,0,56,68,2,2,0,66.4,52.9,6.8,78.5,4.6,0,0,0,0,0,1,0,1,6.3
0,4,8.2,0,75,84,1,1,0,55.8,43.9,3.8,76.0,4.7,1,1,0,0,0,1,1,1,8.5
0,1,8.3,0,55,74,0,2,2,41.4,44.1,6.7,77.0,3.8,1,1,0,0,0,1,0,1,6.5
1,1,7.2,1,63,67,1,1,0,31.4,35.2,1.0,84.0,4.3,0,1,0,0,0,0,2,4,5.5
1,3,7.0,2,55,65,0,1,1,20.0,22.4,3.2,66.0,3.8,0,0,0,0,0,0,0,6,2.5
1,2,6.5,1,77,69,1,2,2,28.5,42.3,3.7,88.0,4.7,1,1,2,2,1,0,1,6,4.4
1,2,7.9,0,74,83,0,3,2,59.2,60.2,8.1,82.0,4.4,1,1,2,2,1,1,0,8,7.2
1,7,8.2,1,70,84,0,3,2,66.7,51.6,6.5,84.0,4.5,1,0,2,1,1,0,2,2,7.5
1,3,6.5,2,55,64,1,1,1,20.0,4.4,4.2,76.0,3.8,0,0,0,0,0,0,2,8,3.4
1,4,8.3,0,78,83,1,3,2,71.5,73.0,9.0,79.0,4.4,1,1,1,3,1,1,2,2,8.8
0,6,7.7,0,59,74,1,1,1,45.8,36.5,4.0,72.8,4.4,0,1,0,1,0,0,1,1,5.3
0,8,7.4,2,83,86,2,3,3,46.1,35.7,6.1,90.0,4.8,1,1,3,1,1,1,1,1,5.4
0,2,7.7,0,71,82,0,3,0,48.2,52.4,7.1,83.0,4.2,1,1,0,0,0,0,0,8,6.8
1,8,7.7,0,67,65,1,1,0,36.0,22.8,1.8,77.9,3.8,0,1,1,1,0,0,2,1,6.0
1,7,8.4,0,77,82,0,2,3,71.0,67.0,8.0,88.6,4.8,1,1,3,2,1,1,0,9,8.8
0,2,7.6,0,60,68,1,1,0,40.1,43.7,1.4,74.0,4.0,0,1,0,0,0,0,1,8,7.7
0,2,8.2,0,55,63,0,2,2,47.8,23.7,5.1,78.0,4.1,1,0,0,0,0,0,1,0,6.3
1,6,7.5,0,65,78,1,2,3,46.6,48.1,4.5,79.9,4.5,1,1,1,0,0,0,2,1,5.8
0,3,8.3,0,76,78,1,3,2,60.8,48.2,8.0,79.0,4.7,1,1,0,0,0,0,1,8,8.5
0,0,7.1,0,55,66,1,1,0,30.3,31.6,2.1,70.0,3.3,0,0,0,0,0,0,1,8,3.8
0,2,7.3,1,62,65,1,1,0,28.6,26.1,2.6,74.0,3.7,0,0,0,0,0,1,2,9,3.2
0,2,6.8,2,55,64,1,1,1,24.1,10.2,1.3,81.0,4.2,0,1,0,0,0,0,2,4,3.6
1,8,6.5,2,69,70,2,0,2,20.0,20.2,0.6,62.2,3.4,0,1,0,0,0,0,1,8,2.0
0,5,8.2,0,76,65,1,1,1,52.8,32.1,3.2,69.0,4.2,0,1,0,0,0,0,2,8,7.2
1,3,7.8,0,73,79,1,3,1,53.6,59.8,8.5,89.0,4.6,1,1,2,2,1,1,1,8,8.5
0,1,7.0,1,62,57,1,1,1,20.3,25.7,2.8,73.0,4.3,1,1,0,0,0,0,1,8,3.6
1,0,8.0,0,74,88,1,3,2,61.4,60.2,7.4,90.0,4.7,1,1,3,2,1,1,0,1,7.4
1,6,7.9,0,90,68,2,2,2,59.1,57.5,5.7,88.7,4.8,1,1,2,2,1,0,2,4,6.4
1,9,7.4,1,81,71,0,1,2,32.8,38.0,6.0,83.6,4.5,1,1,0,0,0,1,1,8,5.8
0,6,7.2,0,74,72,0,1,2,33.5,35.5,3.6,61.9,3.6,0,0,0,1,0,0,0,9,4.2
1,11,7.4,0,55,73,1,3,0,42.6,46.9,4.2,75.7,4.4,1,1,0,0,0,0,0,4,6.5
1,11,7.5,0,81,62,0,3,0,54.2,32.2,5.5,83.2,4.6,0,0,0,1,0,1,2,6,5.7
0,7,8.4,0,77,86,1,3,3,81.2,54.2,7.9,90.0,4.8,1,1,3,3,1,1,0,7,8.1
0,4,8.0,0,77,87,1,3,0,57.6,57.2,7.6,90.0,4.4,1,1,2,2,1,1,2,5,7.1
1,1,7.5,0,59,58,1,1,0,37.6,49.0,2.6,63.0,4.5,0,1,0,0,0,0,2,8,6.3
1,6,8.2,0,76,83,2,2,1,76.6,62.1,9.5,90.0,3.9,1,1,2,2,1,1,1,9,7.4
1,5,7.7,0,66,67,1,1,1,40.0,47.3,2.6,78.0,4.2,1,1,0,0,0,0,0,6,5.8
1,0,8.7,0,79,85,2,3,2,73.6,52.7,6.6,90.0,4.8,1,1,2,3,1,1,1,0,9.1
1,6,7.5,1,55,62,1,1,0,36.5,15.4,1.9,79.9,4.2,0,0,0,1,0,0,1,9,3.7
0,0,7.9,2,80,88,1,2,2,53.4,38.1,3.4,87.0,3.6,1,0,3,2,1,0,1,2,6.4
1,6,8.5,1,81,80,2,3,0,80.5,65.2,6.7,90.0,4.5,1,1,3,1,1,0,2,2,8.7
1,3,8.6,0,76,85,2,3,2,79.5,64.3,7.1,90.0,4.6,1,1,4,1,1,1,2,6,8.8
1,4,8.5,0,87,80,2,3,2,70.7,60.3,7.4,84.0,4.7,1,1,2,2,1,1,0,0,8.7
1,11,6.6,1,80,85,1,3,1,22.4,15.8,5.8,80.5,3.4,1,1,1,3,1,0,2,1,2.0
1,7,8.4,0,86,81,2,3,3,67.0,54.3,6.6,87.4,4.5,0,1,3,2,1,1,1,7,7.5
0,4,7.3,0,79,81,1,3,1,47.9,40.7,6.4,71.0,3.8,1,1,0,0,0,0,2,4,4.9
1,2,7.5,0,78,75,1,2,2,44.9,38.9,4.0,89.0,4.8,1,1,1,3,1,1,0,3,4.9
0,2,7.8,1,55,79,1,2,0,45.1,43.0,4.7,81.0,4.1,0,1,2,3,1,0,1,2,4.6
1,8,7.7,0,61,61,2,1,0,33.3,21.5,2.8,75.0,4.3,1,1,0,0,0,0,1,7,4.3
0,6,8.4,0,78,66,0,3,1,63.5,66.6,7.0,90.0,4.8,1,1,3,3,1,1,1,9,7.5
1,3,8.0,0,68,85,2,3,2,65.0,50.7,7.5,90.0,4.8,1,1,2,2,1,1,2,7,7.2
1,7,8.1,1,79,87,0,3,2,62.0,45.2,7.2,90.0,4.8,1,1,2,2,1,0,0,7,6.4
0,8,7.0,1,55,81,2,1,1,23.2,38.4,5.9,73.2,4.5,0,1,0,1,0,1,0,8,3.3
1,0,7.4,0,55,76,0,1,1,28.8,33.2,3.0,69.0,4.3,0,1,0,0,0,1,1,5,5.0
1,0,8.0,0,82,83,1,3,0,59.3,49.4,6.5,83.0,4.1,1,1,1,3,1,0,1,3,8.2
1,11,7.8,0,83,84,2,3,2,61.6,55.1,6.8,84.7,4.2,1,0,3,1,1,1,1,5,6.1
1,2,8.3,0,76,87,2,3,2,77.8,58.7,6.3,85.0,4.7,1,1,4,1,1,1,1,0,8.3
1,4,7.6,1,68,74,2,1,0,37.9,32.1,0.4,90.0,4.8,0,1,0,0,0,0,0,8,5.1
0,0,8.5,0,73,65,0,3,0,71.5,46.2,5.5,84.0,4.5,1,1,2,3,1,0,2,0,8.3
1,8,7.6,0,80,67,1,2,0,39.8,39.1,3.5,80.1,3.9,0,1,0,0,0,1,1,4,5.3
1,4,7.8,0,57,64,1,1,0,28.5,29.6,2.5,76.0,3.9,0,1,0,0,0,0,0,0,4.6
