StudentID,Gender,Branch,CGPA,Backlogs,SSC_Marks,HSC_Marks,Internships,Projects,Workshops/Certifications,TechnicalSkillScore,CodingPlatformScore,GitHubScore,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,InterviewRoundsCleared,CompanyTier,PlacementStatus
2338,Male,ECE,8.0,0,90,86,1,3,2,63.9,48.8,6.9,84,4.7,Yes,Yes,3,Tier2,Placed
2339,Male,ECE,8.5,0,86,70,0,3,3,70.5,52.0,6.0,84,4.6,No,Yes,0,None,NotPlaced
2340,Male,CSE,8.6,0,71,80,1,3,1,69.8,47.9,8.3,88,4.8,Yes,Yes,0,None,NotPlaced
2341,Female,EEE,6.6,0,55,69,1,1,0,21.6,22.9,3.9,69,4.2,Yes,Yes,0,None,NotPlaced
2342,Male,IT,7.7,0,55,61,1,1,1,38.7,39.2,2.6,79,3.9,No,Yes,0,None,NotPlaced
2343,Male,CSE,8.7,0,77,77,2,2,1,73.3,63.7,4.9,72,4.6,Yes,Yes,0,None,NotPlaced
2344,Male,ECE,7.5,0,55,63,1,2,0,47.9,48.6,3.6,65,3.5,No,No,0,None,NotPlaced
2345,Female,ECE,6.7,0,62,68,1,1,1,20.7,33.2,2.0,76,4.6,No,No,0,None,NotPlaced
2346,Female,Mechanical,7.2,0,83,84,1,3,2,47.6,29.6,5.4,81,4.8,No,Yes,2,Tier3,Placed
2347,Female,CSE,6.9,0,58,66,1,1,1,20.0,24.1,2.3,76,4.8,Yes,Yes,0,None,NotPlaced
2348,Male,EEE,8.2,0,84,88,2,3,2,75.5,64.1,6.9,86,4.7,Yes,Yes,4,Tier1,Placed
2349,Male,CSE,8.5,0,74,83,2,3,2,77.5,61.2,6.1,84,4.6,Yes,Yes,3,Tier2,Placed
2350,Male,CSE,8.2,0,79,86,0,3,0,58.6,42.5,6.2,90,4.3,Yes,Yes,0,None,NotPlaced
2351,Male,EEE,7.3,0,58,74,1,1,1,34.5,42.6,3.0,77,4.1,No,No,0,None,NotPlaced
2352,Female,Mechanical,7.6,1,61,66,1,2,1,55.9,40.8,2.6,71,4.1,No,Yes,0,None,NotPlaced
2353,Male,IT,6.5,2,79,86,1,3,2,23.2,6.3,6.0,85,3.7,Yes,Yes,1,Tier3,Placed
2354,Female,IT,7.4,1,69,85,1,3,0,43.0,37.7,7.3,83,3.8,No,Yes,0,None,NotPlaced
2355,Female,ECE,8.0,0,88,83,2,3,2,77.4,60.4,6.6,90,4.8,Yes,Yes,3,Tier2,Placed
2356,Male,CSE,8.2,0,60,79,2,1,2,54.1,59.7,4.4,77,4.8,Yes,Yes,0,None,NotPlaced
2357,Female,EEE,7.5,0,63,60,1,1,0,34.0,33.7,0.8,66,4.1,No,No,0,None,NotPlaced
2358,Male,EEE,8.1,0,68,88,2,2,1,57.4,45.8,5.1,90,4.7,Yes,Yes,3,Tier1,Placed
2359,Male,CSE,6.5,2,65,86,1,3,0,35.0,30.8,6.8,87,4.8,No,No,0,None,NotPlaced
2360,Male,IT,8.8,0,63,72,1,3,0,88.1,67.7,6.1,86,4.4,Yes,Yes,0,None,NotPlaced
2361,Male,Mechanical,7.4,0,56,69,1,2,1,35.7,49.3,5.7,73,4.5,No,No,0,None,NotPlaced
2362,Male,IT,8.2,0,72,84,2,3,2,67.5,60.8,6.6,90,4.7,Yes,Yes,3,Tier2,Placed
2363,Male,ECE,7.7,1,58,63,1,2,0,43.2,25.6,5.5,74,3.8,Yes,Yes,0,None,NotPlaced
2364,Male,CSE,8.5,0,78,87,2,3,2,77.7,60.2,6.3,86,4.8,Yes,Yes,3,Tier1,Placed
2365,Male,ECE,8.6,0,78,81,1,3,1,77.1,61.3,8.5,83,4.7,Yes,Yes,3,Tier1,Placed
2366,Male,CSE,8.6,0,55,82,1,2,0,71.1,48.6,5.3,86,4.1,Yes,Yes,0,None,NotPlaced
2367,Male,EEE,7.7,0,65,88,1,3,2,56.8,33.2,8.1,86,4.5,No,Yes,0,None,NotPlaced
2368,Male,IT,8.2,0,83,77,2,3,2,80.6,69.3,8.2,90,4.2,Yes,Yes,2,Tier2,Placed
2369,Male,IT,6.5,2,84,88,1,2,1,20.0,15.3,5.8,86,4.3,Yes,Yes,2,Tier2,Placed
2370,Female,EEE,9.0,0,72,84,2,3,2,79.8,73.8,5.0,88,4.8,No,Yes,4,Tier1,Placed
2371,Female,CSE,7.5,0,56,71,0,2,1,43.3,36.9,4.1,73,3.6,No,No,0,None,NotPlaced
2372,Female,IT,7.8,1,55,68,0,2,0,42.6,32.7,3.7,74,4.2,No,Yes,0,None,NotPlaced
2373,Female,IT,8.3,0,76,87,0,3,0,53.1,25.8,7.0,88,3.4,Yes,Yes,3,Tier2,Placed
2374,Male,IT,6.5,1,58,64,2,1,1,20.0,30.7,3.1,77,4.2,Yes,Yes,0,None,NotPlaced
2375,Female,Civil,6.5,1,55,71,0,2,3,20.0,24.0,4.1,85,4.5,Yes,Yes,1,Tier3,Placed
2376,Male,Mechanical,7.4,1,55,65,1,1,0,27.8,22.8,1.8,77,3.6,No,No,0,None,NotPlaced
2377,Male,CSE,8.2,0,76,85,2,3,2,62.9,45.0,6.9,90,4.8,Yes,Yes,4,Tier1,Placed
2378,Female,ECE,8.5,0,82,88,2,3,2,73.0,72.0,6.0,90,4.8,Yes,Yes,3,Tier2,Placed
2379,Male,IT,8.6,0,65,82,2,3,2,70.7,49.1,7.8,90,4.8,Yes,Yes,3,Tier1,Placed
2380,Female,Mechanical,8.5,0,80,82,1,1,2,56.2,42.9,3.2,72,4.0,Yes,Yes,3,Tier2,Placed
2381,Female,IT,7.8,0,78,80,1,3,2,45.3,43.7,7.8,83,4.2,Yes,Yes,0,None,NotPlaced
2382,Female,ECE,8.4,0,77,86,2,3,2,72.5,69.8,7.5,83,4.8,Yes,Yes,3,Tier1,Placed
2383,Female,ECE,8.5,0,64,79,2,1,1,60.6,47.3,1.3,73,4.5,Yes,No,0,None,NotPlaced
2384,Male,ECE,7.7,2,75,70,1,1,1,36.5,26.0,2.2,70,4.3,Yes,Yes,0,None,NotPlaced
2385,Male,IT,7.5,0,55,79,1,2,0,46.5,39.0,6.7,81,4.8,Yes,Yes,0,None,NotPlaced
2386,Male,IT,6.5,0,74,62,1,3,1,22.1,30.8,6.8,90,4.5,No,No,0,None,NotPlaced
2387,Male,EEE,7.8,0,78,80,1,2,0,43.5,47.0,3.4,83,4.8,Yes,Yes,2,Tier3,Placed
2388,Male,IT,7.6,0,67,65,1,1,1,33.3,19.1,3.5,76,4.2,Yes,Yes,4,Tier1,Placed
2389,Female,Civil,7.6,1,85,70,1,1,1,38.6,35.6,1.2,85,4.1,No,Yes,0,None,NotPlaced
2390,Female,IT,6.5,0,56,82,0,1,0,20.0,10.6,0.9,90,4.5,Yes,Yes,0,None,NotPlaced
2391,Male,ECE,8.0,0,63,68,2,2,1,66.7,61.1,6.7,82,3.9,Yes,Yes,0,None,NotPlaced
2392,Male,Mechanical,7.5,0,56,62,2,1,1,34.0,33.0,2.1,65,4.0,No,Yes,0,None,NotPlaced
2393,Male,ECE,7.8,0,55,68,1,1,0,32.0,20.7,2.2,63,4.4,No,Yes,0,None,NotPlaced
2394,Male,Mechanical,6.9,0,85,79,0,3,2,40.9,48.3,5.7,82,4.8,Yes,Yes,1,Tier3,Placed
2395,Female,EEE,8.6,0,72,83,1,3,2,63.8,55.3,4.8,88,4.6,No,Yes,3,Tier2,Placed
2396,Male,ECE,7.0,0,57,82,0,3,1,37.4,34.0,5.4,67,3.6,Yes,Yes,0,None,NotPlaced
2397,Male,ECE,8.8,0,84,87,2,1,2,59.1,47.4,4.4,83,4.8,Yes,Yes,2,Tier3,Placed
2398,Male,CSE,7.4,0,61,67,1,2,0,28.7,27.9,2.4,87,3.5,No,Yes,0,None,NotPlaced
2399,Male,ECE,6.7,2,55,67,1,1,1,20.0,17.2,3.6,69,4.0,No,No,0,None,NotPlaced
2400,Male,CSE,7.7,0,55,63,1,1,0,41.5,29.6,1.0,72,4.2,No,No,0,None,NotPlaced
2401,Male,Mechanical,7.4,0,61,60,1,1,2,24.9,33.4,0.8,68,4.3,No,Yes,0,None,NotPlaced
2402,Male,ECE,8.3,0,63,74,1,2,0,59.9,44.5,3.9,72,4.2,No,No,0,None,NotPlaced
2403,Male,IT,8.2,0,83,88,2,3,0,71.8,53.9,6.3,87,4.7,Yes,Yes,3,Tier2,Placed
2404,Male,CSE,8.0,0,71,85,1,3,1,52.6,42.7,7.1,77,4.5,Yes,Yes,0,None,NotPlaced
2405,Female,Civil,7.8,0,55,63,1,1,0,37.9,45.2,2.1,81,4.5,Yes,Yes,0,None,NotPlaced
2406,Male,CSE,7.6,0,55,71,1,1,2,42.9,46.0,1.7,77,3.9,No,Yes,0,None,NotPlaced
2407,Male,CSE,7.6,0,55,65,0,1,0,33.3,27.6,1.2,83,3.2,No,No,0,None,NotPlaced
2408,Male,IT,7.4,0,84,79,1,3,2,45.7,49.3,7.9,83,4.5,Yes,No,2,Tier2,Placed
2409,Female,Civil,6.5,0,61,67,1,1,1,20.0,22.0,2.5,79,4.1,No,No,2,Tier3,Placed
2410,Male,Civil,7.9,0,65,85,1,1,1,37.6,26.4,3.2,76,4.4,Yes,Yes,0,None,NotPlaced
2411,Female,ECE,8.4,0,82,83,0,3,0,67.6,50.7,8.1,80,4.3,Yes,Yes,0,None,NotPlaced
2412,Male,EEE,8.7,0,75,87,1,2,2,70.6,67.1,5.3,74,4.1,Yes,Yes,2,Tier3,Placed
2413,Male,CSE,8.5,0,55,84,2,2,2,66.6,71.3,5.2,89,4.6,Yes,Yes,3,Tier2,Placed
2414,Male,Civil,8.0,0,76,86,2,3,2,65.2,56.3,6.9,90,4.8,Yes,Yes,3,Tier2,Placed
2415,Male,CSE,7.4,2,74,82,1,3,0,42.0,31.9,6.3,78,4.6,Yes,Yes,0,None,NotPlaced
2416,Female,CSE,8.2,0,87,88,2,3,2,61.2,49.7,6.3,87,4.8,Yes,Yes,3,Tier2,Placed
2417,Male,CSE,7.3,2,55,68,1,2,0,35.1,24.7,4.1,69,3.7,No,Yes,0,None,NotPlaced
2418,Male,ECE,7.5,0,55,70,0,3,0,43.6,32.6,7.0,78,4.7,No,No,0,None,NotPlaced
2419,Male,EEE,7.5,0,87,76,1,2,0,46.3,33.7,5.6,78,3.9,Yes,Yes,0,None,NotPlaced
2420,Male,IT,7.6,0,64,61,0,2,0,42.6,35.3,4.6,68,3.9,No,Yes,0,None,NotPlaced
2421,Male,Civil,7.9,0,77,61,2,3,3,62.9,53.1,5.9,90,4.7,Yes,No,3,Tier1,Placed
2422,Male,IT,7.5,1,57,60,1,1,0,39.0,32.1,2.5,67,4.2,No,No,0,None,NotPlaced
2423,Female,CSE,7.6,0,81,68,1,2,2,38.3,31.7,3.6,74,4.2,No,Yes,0,None,NotPlaced
2424,Male,IT,8.0,0,90,68,1,2,2,56.4,53.4,5.2,87,4.8,Yes,Yes,3,Tier2,Placed
2425,Male,ECE,7.6,0,61,68,1,1,1,31.0,26.0,2.6,68,4.0,No,Yes,0,None,NotPlaced
2426,Female,EEE,8.0,0,75,85,2,3,2,70.2,55.8,5.8,89,4.1,Yes,Yes,2,Tier2,Placed
2427,Male,ECE,6.5,1,61,63,0,1,1,20.0,20.1,2.2,84,3.6,No,No,0,None,NotPlaced
2428,Female,ECE,8.2,0,55,81,1,1,1,37.0,46.1,3.2,87,4.7,Yes,Yes,0,None,NotPlaced
2429,Male,IT,7.3,0,55,69,1,1,0,32.7,26.5,3.0,84,3.9,No,Yes,0,None,NotPlaced
2430,Female,ECE,8.4,0,82,87,2,3,2,76.0,66.1,6.5,90,4.8,Yes,Yes,4,Tier1,Placed
2431,Male,Civil,7.9,0,82,81,2,3,2,59.7,43.9,6.9,90,4.6,Yes,Yes,2,Tier2,Placed
2432,Female,CSE,7.4,0,63,66,1,1,1,29.1,29.4,3.2,69,3.9,Yes,Yes,0,None,NotPlaced
2433,Female,Mechanical,6.5,0,82,64,0,1,1,20.0,25.2,2.5,76,4.7,Yes,No,0,None,NotPlaced
2434,Male,ECE,7.7,0,71,82,1,1,0,27.4,34.2,2.5,70,3.9,Yes,Yes,0,None,NotPlaced
2435,Female,CSE,8.4,0,83,83,0,3,2,50.2,40.2,6.4,90,4.8,Yes,Yes,4,Tier1,Placed
2436,Male,Civil,8.0,0,59,64,1,2,0,57.5,36.8,4.9,61,3.6,Yes,No,0,None,NotPlaced
2437,Male,ECE,7.7,0,75,75,0,1,1,27.9,21.4,4.7,90,4.3,Yes,Yes,4,Tier1,Placed
2438,Male,IT,7.6,2,60,64,1,2,0,52.3,50.6,3.9,70,4.7,No,Yes,2,Tier2,Placed
2439,Male,IT,7.4,0,72,85,0,2,0,40.9,52.1,4.5,76,4.5,No,Yes,0,None,NotPlaced
2440,Male,IT,6.8,1,77,57,1,2,0,34.8,37.8,4.0,75,4.2,No,Yes,0,None,NotPlaced
2441,Male,EEE,8.0,0,77,82,0,3,2,50.7,32.2,6.7,76,4.7,Yes,Yes,2,Tier3,Placed
2442,Male,ECE,8.4,0,83,86,2,3,2,64.0,59.3,7.0,90,4.5,Yes,Yes,1,Tier3,Placed
2443,Female,Civil,7.4,0,59,75,2,2,0,38.6,25.7,4.8,69,4.1,No,No,0,None,NotPlaced
2444,Female,CSE,7.8,0,59,72,1,3,1,52.8,40.9,6.9,75,4.4,Yes,Yes,0,None,NotPlaced
2445,Male,CSE,6.5,2,76,61,1,1,2,20.0,21.6,1.8,68,3.5,No,No,0,None,NotPlaced
2446,Male,CSE,8.7,0,80,66,0,3,2,65.6,56.1,6.8,81,4.5,Yes,Yes,2,Tier2,Placed
2447,Male,ECE,8.4,0,85,84,2,1,1,55.0,46.9,2.0,88,4.8,Yes,Yes,0,None,NotPlaced
2448,Male,Civil,7.8,0,59,69,0,1,0,27.5,20.5,4.0,67,4.1,Yes,No,0,None,NotPlaced
2449,Male,EEE,6.7,2,67,66,1,1,0,20.0,28.1,1.6,63,4.6,No,No,0,None,NotPlaced
2450,Male,CSE,8.6,0,82,87,2,3,2,74.9,56.3,8.5,90,4.8,Yes,Yes,3,Tier1,Placed
2451,Male,Mechanical,8.0,0,61,87,1,3,2,60.8,60.0,6.2,82,4.8,No,Yes,2,Tier2,Placed
2452,Female,EEE,7.8,0,78,80,2,1,0,39.5,24.5,3.4,86,4.3,No,Yes,3,Tier2,Placed
2453,Male,CSE,7.6,0,59,62,0,1,1,31.5,30.5,1.8,75,3.6,No,Yes,0,None,NotPlaced
2454,Male,EEE,8.0,0,78,83,1,2,3,51.7,33.0,4.3,74,4.0,Yes,Yes,3,Tier1,Placed
2455,Male,IT,7.2,0,82,74,1,1,0,27.2,19.7,3.0,82,4.0,No,Yes,1,Tier3,Placed
2456,Male,CSE,7.9,0,76,82,1,3,0,53.7,41.0,5.4,83,4.8,No,No,0,None,NotPlaced
2457,Male,CSE,7.8,0,60,87,2,3,2,53.3,57.6,8.3,90,3.9,Yes,Yes,0,None,NotPlaced
2458,Male,IT,8.1,0,73,83,0,2,3,56.5,56.5,5.6,72,3.2,Yes,Yes,3,Tier2,Placed
2459,Male,IT,8.4,0,69,83,2,3,3,75.2,67.1,8.5,83,4.7,Yes,No,0,None,NotPlaced
2460,Male,IT,7.6,2,58,67,1,2,0,48.0,40.3,3.0,71,4.8,No,Yes,0,None,NotPlaced
2461,Female,CSE,8.4,0,71,66,2,2,0,63.6,53.5,6.0,83,4.8,Yes,No,2,Tier3,Placed
2462,Female,EEE,7.6,1,61,63,1,1,0,34.2,40.4,1.3,70,4.1,No,No,0,None,NotPlaced
2463,Male,Civil,7.9,1,63,67,0,1,0,38.5,38.3,0.6,64,4.1,Yes,Yes,0,None,NotPlaced
2464,Male,EEE,7.6,0,90,79,1,2,1,33.8,31.5,5.9,86,4.4,Yes,Yes,0,None,NotPlaced
2465,Male,IT,7.5,2,55,79,0,2,0,30.4,41.3,4.0,90,4.8,No,Yes,0,None,NotPlaced
2466,Male,CSE,7.6,0,55,66,1,1,1,31.0,35.8,3.0,84,4.1,No,No,0,None,NotPlaced
2467,Male,CSE,7.5,0,58,67,1,2,0,38.7,36.1,4.1,79,4.3,No,Yes,0,None,NotPlaced
2468,Male,CSE,7.9,2,81,70,1,1,1,36.6,30.0,2.0,89,4.0,No,Yes,0,None,NotPlaced
2469,Male,ECE,7.9,0,71,87,2,3,3,63.7,47.2,8.5,78,4.5,Yes,Yes,2,Tier2,Placed
2470,Male,ECE,7.6,0,88,82,1,3,0,51.4,39.4,7.1,68,4.2,Yes,Yes,0,None,NotPlaced
2471,Male,EEE,8.1,0,68,61,1,1,0,52.0,46.4,2.5,70,4.3,Yes,No,0,None,NotPlaced
2472,Female,ECE,7.6,0,78,73,2,1,0,52.4,49.9,2.9,73,4.6,Yes,Yes,0,None,NotPlaced
2473,Female,IT,7.9,1,77,80,2,1,2,39.7,23.0,3.2,75,3.9,Yes,No,0,None,NotPlaced
2474,Female,CSE,8.5,0,77,85,2,3,2,74.7,44.6,4.2,88,4.8,Yes,Yes,0,None,NotPlaced
2475,Male,ECE,7.5,1,72,86,2,3,0,54.7,38.6,7.5,88,4.6,Yes,Yes,0,None,NotPlaced
2476,Female,IT,7.7,0,55,74,1,2,0,44.9,34.7,5.4,73,3.8,No,Yes,0,None,NotPlaced
2477,Male,CSE,7.6,0,57,70,1,1,2,29.6,36.3,2.0,67,3.8,No,Yes,2,Tier2,Placed
2478,Female,IT,8.3,0,87,80,2,3,2,65.4,51.2,6.6,85,4.5,Yes,Yes,3,Tier2,Placed
2479,Male,IT,7.4,0,81,69,1,2,1,40.2,36.7,5.4,72,3.3,Yes,Yes,4,Tier1,Placed
2480,Female,CSE,8.2,0,61,60,1,1,1,42.3,40.5,4.7,84,3.9,Yes,Yes,2,Tier3,Placed
2481,Male,Mechanical,6.6,1,57,68,1,1,1,20.0,12.7,2.5,77,3.0,No,No,0,None,NotPlaced
2482,Female,EEE,8.6,0,80,80,1,3,2,69.8,68.6,7.2,90,4.8,Yes,Yes,4,Tier1,Placed
2483,Female,CSE,7.6,0,76,81,1,2,2,43.7,32.1,4.6,76,4.5,Yes,Yes,0,None,NotPlaced
2484,Male,CSE,8.6,0,81,86,1,3,0,66.2,66.3,5.9,83,4.8,Yes,Yes,2,Tier2,Placed
2485,Male,EEE,7.7,0,71,61,1,0,0,29.8,26.6,1.0,75,4.1,Yes,Yes,3,Tier2,Placed
2486,Female,CSE,8.0,0,87,67,1,2,0,46.6,36.4,5.0,72,4.8,Yes,No,0,None,NotPlaced
2487,Male,IT,8.1,0,68,88,1,3,2,61.8,42.0,5.1,85,4.7,Yes,Yes,3,Tier2,Placed
2488,Female,CSE,6.5,1,55,62,1,2,1,27.7,28.3,3.3,82,4.0,No,Yes,0,None,NotPlaced
2489,Male,CSE,7.7,0,77,58,1,3,0,54.3,63.8,8.2,86,4.1,Yes,Yes,0,None,NotPlaced
2490,Male,EEE,8.2,0,83,68,1,1,2,48.6,43.8,1.7,72,4.4,No,No,0,None,NotPlaced
2491,Male,EEE,7.7,0,79,83,2,2,2,54.1,48.1,2.5,90,4.8,Yes,Yes,3,Tier2,Placed
2492,Male,CSE,8.6,0,81,87,1,2,2,56.0,42.0,6.6,90,4.6,Yes,Yes,2,Tier2,Placed
2493,Female,IT,8.0,0,56,63,0,1,0,46.6,43.7,1.1,70,3.6,No,No,0,None,NotPlaced
2494,Male,CSE,7.5,0,55,66,1,2,0,35.7,32.6,4.5,71,4.0,Yes,No,0,None,NotPlaced
2495,Male,CSE,7.9,0,81,88,1,3,2,61.4,50.6,8.1,90,4.6,Yes,Yes,1,Tier3,Placed
2496,Male,Civil,7.4,0,55,67,1,1,1,34.7,34.2,1.3,66,4.0,No,Yes,0,None,NotPlaced
2497,Male,ECE,8.0,0,86,84,0,3,1,49.5,27.3,5.0,80,4.6,Yes,Yes,1,Tier3,Placed
2498,Female,ECE,8.4,1,71,83,1,2,0,64.0,51.4,5.2,82,4.4,Yes,Yes,0,None,NotPlaced
2499,Female,EEE,7.6,2,57,71,1,1,0,37.5,24.1,2.8,83,4.3,No,Yes,0,None,NotPlaced
2500,Male,EEE,8.5,0,74,65,0,1,0,57.4,47.7,2.5,81,4.2,Yes,Yes,3,Tier2,Placed
2501,Female,EEE,8.0,0,75,70,1,2,0,52.0,38.7,4.9,90,4.3,Yes,Yes,0,None,NotPlaced
2502,Female,CSE,7.8,0,60,83,0,2,0,41.5,31.0,2.8,80,4.1,No,Yes,3,Tier2,Placed
2503,Male,CSE,7.7,0,55,69,1,1,0,34.4,19.4,1.0,67,4.0,No,No,0,None,NotPlaced
2504,Female,ECE,7.8,1,81,86,2,3,2,51.3,52.4,6.7,84,4.7,Yes,Yes,2,Tier2,Placed
2505,Male,IT,7.5,0,55,71,1,2,2,39.4,28.6,5.6,72,3.9,Yes,Yes,0,None,NotPlaced
2506,Male,Civil,8.3,0,85,86,1,3,2,63.6,47.6,7.1,90,4.8,Yes,Yes,3,Tier1,Placed
2507,Female,ECE,8.3,0,70,85,1,0,0,42.3,48.4,2.0,73,4.6,Yes,Yes,2,Tier3,Placed
2508,Male,Civil,6.9,1,63,64,0,2,0,20.0,25.7,5.7,79,4.1,No,Yes,0,None,NotPlaced
2509,Female,IT,6.8,0,65,60,1,1,1,20.0,4.2,2.9,72,4.3,No,Yes,1,Tier3,Placed
2510,Female,Mechanical,7.3,0,55,65,1,1,1,31.9,39.4,0.4,66,3.6,No,Yes,0,None,NotPlaced
2511,Male,IT,8.2,0,77,86,2,3,2,71.4,71.0,6.7,87,4.8,Yes,Yes,3,Tier2,Placed
2512,Female,Civil,8.1,0,88,82,0,2,0,38.7,46.8,4.9,81,4.8,No,Yes,0,None,NotPlaced
2513,Male,CSE,6.8,2,78,86,1,1,1,22.5,28.1,2.9,78,4.1,Yes,No,0,None,NotPlaced
2514,Male,ECE,7.7,1,74,71,1,2,0,43.8,28.0,2.4,68,3.7,No,Yes,0,None,NotPlaced
2515,Male,Mechanical,7.4,0,67,68,2,1,0,35.1,30.8,2.4,74,4.5,Yes,Yes,0,None,NotPlaced
2516,Female,IT,8.2,0,90,67,2,3,2,56.2,35.9,4.7,90,4.5,Yes,Yes,1,Tier3,Placed
2517,Male,IT,8.0,0,79,78,1,3,0,66.5,47.6,6.7,89,4.5,Yes,Yes,3,Tier2,Placed
2518,Male,Civil,6.7,1,64,64,2,3,2,38.9,26.0,6.3,85,4.2,Yes,Yes,0,None,NotPlaced
2519,Female,ECE,6.8,0,55,63,0,1,1,20.0,14.6,1.6,62,3.5,No,No,0,None,NotPlaced
2520,Female,ECE,7.7,0,75,60,0,2,0,41.9,37.9,5.2,81,4.2,No,Yes,0,None,NotPlaced
2521,Female,CSE,7.6,0,59,64,1,1,0,36.7,28.3,0.7,69,3.9,No,No,0,None,NotPlaced
2522,Male,EEE,8.1,0,71,71,1,1,2,51.1,38.7,1.3,76,4.0,No,Yes,0,None,NotPlaced
2523,Male,ECE,7.5,0,56,66,1,2,0,39.5,32.1,2.9,75,3.9,No,No,0,None,NotPlaced
2524,Male,IT,8.4,0,76,82,1,3,2,67.1,66.6,8.1,85,4.8,Yes,Yes,3,Tier1,Placed
2525,Female,CSE,7.8,0,74,81,0,2,1,38.8,51.1,5.1,74,4.5,No,Yes,4,Tier1,Placed
2526,Male,EEE,6.9,0,69,63,0,1,1,20.0,17.0,2.4,73,3.5,No,Yes,0,None,NotPlaced
2527,Male,CSE,8.2,0,62,68,0,2,1,46.1,41.1,5.3,68,4.3,Yes,Yes,2,Tier3,Placed
2528,Female,CSE,7.0,0,58,73,0,1,1,20.0,14.0,0.8,75,4.0,No,Yes,0,None,NotPlaced
2529,Male,EEE,6.8,1,55,63,1,2,2,26.7,31.7,5.2,76,3.7,Yes,Yes,0,None,NotPlaced
2530,Female,CSE,8.3,0,74,85,0,3,0,53.9,42.0,5.9,90,4.8,Yes,Yes,3,Tier2,Placed
2531,Female,CSE,8.5,0,77,71,2,3,2,82.0,59.5,7.0,87,4.4,Yes,Yes,1,Tier3,Placed
2532,Female,EEE,7.3,0,55,70,1,1,2,38.6,49.9,1.7,76,4.3,No,No,2,Tier3,Placed
2533,Male,CSE,7.5,1,59,87,1,3,0,46.7,29.3,6.4,83,4.7,Yes,Yes,2,Tier2,Placed
2534,Male,IT,6.5,1,57,66,1,2,1,20.0,1.4,4.0,78,4.5,No,No,0,None,NotPlaced
2535,Female,CSE,7.2,0,56,65,1,1,1,28.7,32.5,2.7,73,3.6,No,No,2,Tier3,Placed
2536,Female,ECE,8.1,0,86,80,1,3,2,58.6,46.2,8.8,90,4.8,Yes,Yes,4,Tier1,Placed
2537,Female,EEE,7.4,0,58,63,1,1,0,36.9,28.8,2.6,90,4.4,No,Yes,0,None,NotPlaced
2538,Male,EEE,7.4,0,80,70,0,2,2,30.1,49.9,6.3,78,3.8,No,Yes,0,None,NotPlaced
2539,Female,CSE,8.4,0,69,63,2,3,2,74.7,66.2,7.2,90,4.8,Yes,Yes,2,Tier3,Placed
2540,Female,CSE,7.5,0,72,67,1,3,1,49.6,41.8,8.8,84,4.8,Yes,Yes,2,Tier2,Placed
2541,Female,CSE,6.8,1,67,70,0,2,2,20.0,15.9,4.4,84,4.5,No,No,0,None,NotPlaced
2542,Female,IT,8.4,0,70,67,1,2,2,60.2,52.2,5.2,72,4.6,Yes,Yes,0,None,NotPlaced
2543,Female,Mechanical,8.4,0,85,88,1,3,2,71.4,44.2,6.8,90,4.8,Yes,Yes,1,Tier3,Placed
2544,Male,CSE,7.6,1,77,86,1,2,0,43.4,34.4,5.3,90,4.8,Yes,Yes,2,Tier2,Placed
2545,Male,CSE,8.2,0,81,66,0,1,1,42.5,37.1,3.4,85,4.7,Yes,No,0,None,NotPlaced
2546,Male,CSE,8.3,0,55,67,1,3,1,60.6,50.6,5.6,72,4.3,Yes,Yes,0,None,NotPlaced
2547,Male,EEE,6.9,2,69,69,1,2,1,34.7,28.6,5.7,60,4.8,Yes,Yes,0,None,NotPlaced
2548,Male,ECE,8.7,0,65,82,1,3,0,78.2,57.0,5.5,87,4.8,Yes,Yes,0,None,NotPlaced
2549,Male,ECE,7.5,0,60,69,1,1,1,30.9,35.5,2.7,72,4.4,No,Yes,0,None,NotPlaced
2550,Male,Mechanical,7.6,0,58,65,1,2,0,42.4,24.2,4.6,86,4.2,No,Yes,0,None,NotPlaced
2551,Male,ECE,7.6,0,72,84,2,3,0,63.1,49.0,8.4,78,3.7,Yes,Yes,3,Tier1,Placed
2552,Male,CSE,8.5,0,83,68,2,1,1,52.3,39.7,2.1,80,3.6,Yes,No,0,None,NotPlaced
2553,Female,IT,6.9,1,82,86,2,3,3,45.0,46.8,6.0,80,4.8,Yes,No,1,Tier3,Placed
2554,Female,ECE,8.0,0,85,88,1,3,2,56.2,43.8,7.1,90,4.8,No,Yes,2,Tier2,Placed
2555,Male,ECE,8.2,0,73,69,2,3,2,76.9,65.4,5.9,90,4.1,Yes,Yes,1,Tier3,Placed
2556,Female,ECE,8.2,0,84,88,1,3,2,63.3,55.0,5.8,89,4.5,Yes,Yes,2,Tier2,Placed
2557,Male,ECE,8.4,0,87,85,1,2,2,65.3,38.8,4.2,86,4.8,No,Yes,2,Tier2,Placed
2558,Male,ECE,8.2,0,75,81,1,3,2,59.2,49.0,7.0,90,4.8,Yes,Yes,3,Tier1,Placed
2559,Male,Mechanical,7.5,0,61,69,0,1,0,21.8,8.2,2.2,77,4.3,No,Yes,0,None,NotPlaced
2560,Male,ECE,8.4,0,87,83,1,3,2,65.8,57.0,7.5,90,4.8,Yes,Yes,3,Tier2,Placed
2561,Female,EEE,8.3,0,68,88,2,3,2,71.3,52.2,7.5,90,4.8,Yes,Yes,3,Tier2,Placed
